"Fusions"	"DB"	"Jackson"	"Fusion"	"Cosmic"	"Count"
"16227"	"HIVEP3--UBR5"	1	0	0	0	1
"16228"	"HIVEP3--ZMYND12"	1	1	0	0	2
"16229"	"HJURP--HJURP"	2	0	0	0	2
"16230"	"HJURP--INPP4A"	1	0	0	0	1
"16231"	"HK1--CTNNA3"	0	1	0	0	1
"16232"	"HK1--EPN2"	1	0	0	0	1
"16233"	"HK1--GNL1"	1	0	0	0	1
"16234"	"HK1--HK1"	4	0	0	0	4
"16235"	"HK1--MTOR"	1	0	0	0	1
"16236"	"HK1--VPS26A"	1	0	0	0	1
"16237"	"HK2--ONECUT3"	1	1	0	0	2
"16238"	"HK2--ZNF121"	1	0	0	0	1
"16239"	"HKDC1--SUPV3L1"	0	1	0	0	1
"16240"	"HKR1--ATP1A3"	1	1	0	0	2
"16241"	"HKR1--BLVRB"	0	1	0	0	1
"16242"	"HKR1--CEACAM7"	1	1	0	0	2
"16243"	"HKR1--FECH"	1	1	0	0	2
"16244"	"HKR1--HKR1"	1	0	0	0	1
"16245"	"HKR1--PPP2R3A"	1	1	0	0	2
"16246"	"HLA-A--ACSL4"	0	0	1	0	1
"16247"	"HLA-A--CDK11A,CDK11B"	0	0	1	0	1
"16248"	"HLA-A--DCBLD2"	0	0	1	0	1
"16249"	"HLA-A--DIS3L2"	0	0	1	0	1
"16250"	"HLA-A--HLA-A"	1	0	0	0	1
"16251"	"HLA-A--HLA-B"	0	0	19	0	19
"16252"	"HLA-A--HLA-C"	0	0	26	0	26
"16253"	"HLA-A--HLA-E"	3	0	0	0	3
"16254"	"HLA-A--HLA-F"	0	0	7	0	7
"16255"	"HLA-A--HLA-H"	0	0	13	0	13
"16256"	"HLA-A--HLA-J"	0	0	2	0	2
"16257"	"HLA-A--IFI16"	0	0	1	0	1
"16258"	"HLA-A--IGBP1"	1	0	0	0	1
"16259"	"HLA-A--KIFC3"	0	1	0	0	1
"16260"	"HLA-A--ROS1"	0	0	0	2	2
"16261"	"HLA-A--SFR1"	0	0	1	0	1
"16262"	"HLA-B--2-Sep"	0	0	1	0	1
"16263"	"HLA-B--APOL3"	0	0	1	0	1
"16264"	"HLA-B--CAMK4"	1	0	0	0	1
"16265"	"HLA-B--CBS"	0	1	0	0	1
"16266"	"HLA-B--CCT5"	0	2	0	0	2
"16267"	"HLA-B--CCT7"	1	0	0	0	1
"16268"	"HLA-B--CFB"	0	1	0	0	1
"16269"	"HLA-B--CHD2"	0	0	1	0	1
"16270"	"HLA-B--CLCN3"	0	1	0	0	1
"16271"	"HLA-B--CYTH2"	1	0	0	0	1
"16272"	"HLA-B--EIF2AK2"	0	1	0	0	1
"16273"	"HLA-B--FECH"	0	0	1	0	1
"16274"	"HLA-B--FKBP8"	1	0	0	0	1
"16275"	"HLA-B--HCFC1"	0	0	1	0	1
"16276"	"HLA-B--HLA-A"	0	0	2	0	2
"16277"	"HLA-B--HLA-B"	2	0	0	0	2
"16278"	"HLA-B--HLA-E"	179	0	0	0	179
"16279"	"HLA-B--HLA-F"	0	0	10	0	10
"16280"	"HLA-B--HLA-H"	0	0	1	0	1
"16281"	"HLA-B--HLA-L"	0	0	3	0	3
"16282"	"HLA-B--IFNAR1"	0	0	1	0	1
"16283"	"HLA-B--IQCE"	0	1	0	0	1
"16284"	"HLA-B--MLL"	0	0	1	0	1
"16285"	"HLA-B--OGT"	0	0	1	0	1
"16286"	"HLA-B--ORAI2"	0	0	1	0	1
"16287"	"HLA-B--PALM2-AKAP2,AKAP2"	0	0	1	0	1
"16288"	"HLA-B--PSMB3"	1	0	0	0	1
"16289"	"HLA-B--RNASEH2B"	1	1	0	0	2
"16290"	"HLA-B--RPL3"	1	0	0	0	1
"16291"	"HLA-B--SBK1"	1	0	0	0	1
"16292"	"HLA-B--SNW1"	0	1	0	0	1
"16293"	"HLA-B--SORL1"	0	0	1	0	1
"16294"	"HLA-B--TACC1"	0	0	1	0	1
"16295"	"HLA-B--UBR5"	0	1	0	0	1
"16296"	"HLA-C--ANP32A"	0	0	1	0	1
"16297"	"HLA-C--BC035647"	0	0	1	0	1
"16298"	"HLA-C--C10orf46"	0	0	1	0	1
"16299"	"HLA-C--CFB"	1	2	0	0	3
"16300"	"HLA-C--CLIC6"	0	0	1	0	1
"16301"	"HLA-C--DDX21"	0	1	0	0	1
"16302"	"HLA-C--DIP2A"	0	0	1	0	1
"16303"	"HLA-C--EIF2AK2"	0	1	0	0	1
"16304"	"HLA-C--FADS2"	0	1	0	0	1
"16305"	"HLA-C--FOXP1"	1	1	0	0	2
"16306"	"HLA-C--HEPH"	0	0	1	0	1
"16307"	"HLA-C--HLA-A"	1	0	4	0	5
"16308"	"HLA-C--HLA-A,AK309533"	0	0	1	0	1
"16309"	"HLA-C--HLA-B"	1078	0	77	0	1155
"16310"	"HLA-C--HLA-E"	9	0	0	0	9
"16311"	"HLA-C--HLA-F"	0	0	1	0	1
"16312"	"HLA-C--HLA-H"	1	0	0	0	1
"16313"	"HLA-C--HSP90AA1"	1	0	0	0	1
"16314"	"HLA-C--LUC7L"	0	0	1	0	1
"16315"	"HLA-C--TCOF1"	1	1	0	0	2
"16316"	"HLA-C--TH1L"	0	0	1	0	1
"16317"	"HLA-C--TPST1"	0	0	1	0	1
"16318"	"HLA-C--TYK2"	0	1	0	0	1
"16319"	"HLA-C--ZMIZ2"	0	0	1	0	1
"16320"	"HLA-C--ZNF664"	1	0	0	0	1
"16321"	"HLA-C,HLA-B--ARPP19"	0	0	1	0	1
"16322"	"HLA-C,HLA-B--GOLGA2"	0	0	1	0	1
"16323"	"HLA-C,HLA-B--HLA-A"	0	0	4	0	4
"16324"	"HLA-C,HLA-B--HLA-F"	0	0	1	0	1
"16325"	"HLA-C,HLA-B--HLA-L"	0	0	1	0	1
"16326"	"HLA-C,HLA-B--SURF4"	0	0	1	0	1
"16327"	"HLA-DMA--DBT"	1	0	0	0	1
"16328"	"HLA-DMA--SLC20A1"	1	0	0	0	1
"16329"	"HLA-DMB--HLA-DMB"	2	0	0	0	2
"16330"	"HLA-DOA--HLA-DOA"	1	0	0	0	1
"16331"	"HLA-DOB--HLA-DOB"	1	0	0	0	1
"16332"	"HLA-DPA1--HLA-DPA1"	2	0	0	0	2
"16333"	"HLA-DPA1--HLA-DPB1"	188	0	0	0	188
"16334"	"HLA-DPA1--IARS2"	1	0	0	0	1
"16335"	"HLA-DPA1--NEAT1"	1	0	0	0	1
"16336"	"HLA-DPA1--NKIRAS1"	1	0	0	0	1
"16337"	"HLA-DPA1--QKI"	1	0	0	0	1
"16338"	"HLA-DPA1--SOX12"	1	0	0	0	1
"16339"	"HLA-DPA1--SQSTM1"	0	1	0	0	1
"16340"	"HLA-DPA1--TRIP12"	0	1	0	0	1
"16341"	"HLA-DPB1--CDH23"	0	0	4	0	4
"16342"	"HLA-DPB1--HLA-DPB1"	2	0	0	0	2
"16343"	"HLA-DPB1--HLA-DQB1"	0	0	1	0	1
"16344"	"HLA-DPB1--HLA-DQB2"	0	0	22	0	22
"16345"	"HLA-DPB1--HLA-DRB1"	0	0	5	0	5
"16346"	"HLA-DPB1--HLA-DRB1,HLA-DRB5"	0	0	2	0	2
"16347"	"HLA-DPB1--HLA-DRB1,HLA-DRB6"	0	0	6	0	6
"16348"	"HLA-DPB1--HLA-DRB5"	0	0	4	0	4
"16349"	"HLA-DPB1--HLA-DRB6"	0	0	2	0	2
"16350"	"HLA-DPB1--NOS3"	1	0	0	0	1
"16351"	"HLA-DPB1--RASSF2"	1	0	0	0	1
"16352"	"HLA-DPB1--SLC7A5"	0	0	1	0	1
"16353"	"HLA-DPB1--TMEM132A"	0	0	1	0	1
"16354"	"HLA-DPB2--HLA-DRB1"	0	0	1	0	1
"16355"	"HLA-DPB2--HLA-DRB1,HLA-DRB6"	0	0	1	0	1
"16356"	"HLA-DPB2--HLA-DRB6"	0	0	1	0	1
"16357"	"HLA-DQA1--GATC"	1	0	0	0	1
"16358"	"HLA-DQA1--HLA-DPA1"	0	0	2	0	2
"16359"	"HLA-DQA1--HLA-DRA"	1	0	0	0	1
"16360"	"HLA-DQA1--RALGPS2"	0	0	1	0	1
"16361"	"HLA-DQA1--TRPT1"	0	0	1	0	1
"16362"	"HLA-DQA1--ZNF285"	0	0	1	0	1
"16363"	"HLA-DQA2--EIF4G1"	0	0	1	0	1
"16364"	"HLA-DQA2--HLA-DQA1"	0	0	16	0	16
"16365"	"HLA-DQA2--LACE1"	0	0	1	0	1
"16366"	"HLA-DQA2--RALGPS2"	0	0	1	0	1
"16367"	"HLA-DQB1--CORO1C"	1	0	0	0	1
"16368"	"HLA-DQB1--CSMD2"	0	0	1	0	1
"16369"	"HLA-DQB1--HLA-DPB1"	0	0	8	0	8
"16370"	"HLA-DQB1--HLA-DQB2"	0	0	32	0	32
"16371"	"HLA-DQB1--HLA-DRB5"	0	0	1	0	1
"16372"	"HLA-DQB1--HLA-DRB6"	0	0	2	0	2
"16373"	"HLA-DQB1--KIAA1875"	0	0	1	0	1
"16374"	"HLA-DQB1--NDRG1"	0	0	1	0	1
"16375"	"HLA-DQB1--PABPC1"	1	0	0	0	1
"16376"	"HLA-DQB1--PSD4"	1	0	0	0	1
"16377"	"HLA-DQB1--SPHK2"	0	0	1	0	1
"16378"	"HLA-DQB2--HLA-DPB1"	0	0	1	0	1
"16379"	"HLA-DQB2--HLA-DRB1,HLA-DRB6"	0	0	5	0	5
"16380"	"HLA-DQB2--NDUFS1"	1	0	0	0	1
"16381"	"HLA-DRA--CNIH4"	1	0	0	0	1
"16382"	"HLA-DRA--EEA1"	0	1	0	0	1
"16383"	"HLA-DRA--HLA-DRA"	2	0	0	0	2
"16384"	"HLA-DRA--PDLIM5"	0	0	1	0	1
"16385"	"HLA-DRA--PEX5L"	1	0	0	0	1
"16386"	"HLA-DRA--PHGDH"	1	0	0	0	1
"16387"	"HLA-DRA--PPIG"	1	0	0	0	1
"16388"	"HLA-DRA--SNW1"	0	1	0	0	1
"16389"	"HLA-DRB1--ARIH2"	1	0	0	0	1
"16390"	"HLA-DRB1--C3"	1	0	0	0	1
"16391"	"HLA-DRB1--CRB2"	0	0	1	0	1
"16392"	"HLA-DRB1--HLA-DPB1"	0	0	6	0	6
"16393"	"HLA-DRB1--HLA-DPB2"	0	0	1	0	1
"16394"	"HLA-DRB1--HLA-DQB1"	0	0	1	0	1
"16395"	"HLA-DRB1--KCNAB1"	0	0	1	0	1
"16396"	"HLA-DRB1--LETM1"	0	0	1	0	1
"16397"	"HLA-DRB1--RAB9B"	0	0	1	0	1
"16398"	"HLA-DRB1--TPRN"	0	0	1	0	1
"16399"	"HLA-DRB1--ZC3H12B"	0	0	1	0	1
"16400"	"HLA-DRB1,HLA-DRB5--HLA-DPB1"	0	0	10	0	10
"16401"	"HLA-DRB1,HLA-DRB5--HLA-DPB2"	0	0	1	0	1
"16402"	"HLA-DRB1,HLA-DRB5--HLA-DQB1"	0	0	4	0	4
"16403"	"HLA-DRB1,HLA-DRB5--NUP62"	0	0	1	0	1
"16404"	"HLA-DRB1,HLA-DRB5--PIEZO1"	0	0	1	0	1
"16405"	"HLA-DRB1,HLA-DRB6--HLA-DQB1"	0	0	2	0	2
"16406"	"HLA-DRB1,HLA-DRB6--HLA-DQB2"	0	0	8	0	8
"16407"	"HLA-DRB1,HLA-DRB6--SNX20"	0	0	1	0	1
"16408"	"HLA-DRB5--C8orf79"	0	0	1	0	1
"16409"	"HLA-DRB5--DTX3L"	1	0	0	0	1
"16410"	"HLA-DRB5--FGR"	2	0	0	0	2
"16411"	"HLA-DRB5--HLA-DQB2"	0	0	2	0	2
"16412"	"HLA-DRB5--HLA-DRB5"	2	0	0	0	2
"16413"	"HLA-DRB5--HLA-DRB6"	30	0	0	0	30
"16414"	"HLA-DRB6--CDH23"	0	0	1	0	1
"16415"	"HLA-DRB6--HLA-DQB2"	0	0	2	0	2
"16416"	"HLA-DRB6,HLA-DRB5--PLA2G4E"	0	0	1	0	1
"16417"	"HLA-E--APOLD1"	1	0	0	0	1
"16418"	"HLA-E--DSCR3"	1	0	0	0	1
"16419"	"HLA-E--ETF1"	1	0	0	0	1
"16420"	"HLA-E--GTPBP1"	1	0	0	0	1
"16421"	"HLA-E--HLA-A"	0	0	1	0	1
"16422"	"HLA-E--HLA-B"	49	0	4	0	53
"16423"	"HLA-E--HLA-C"	14	0	30	0	44
"16424"	"HLA-E--HLA-H"	0	0	8	0	8
"16425"	"HLA-E--MALL"	1	0	0	0	1
"16426"	"HLA-E--MYO19"	0	0	1	0	1
"16427"	"HLA-E--NR2C2"	1	0	0	0	1
"16428"	"HLA-E--PPFIBP1"	1	0	0	0	1
"16429"	"HLA-F--CD300LB"	1	0	0	0	1
"16430"	"HLA-F--COL1A1"	1	0	0	0	1
"16431"	"HLA-F--HLA-A"	0	0	1	0	1
"16432"	"HLA-F--HLA-B"	0	0	8	0	8
"16433"	"HLA-F--HLA-C"	0	0	4	0	4
"16434"	"HLA-F--HLA-H"	0	0	3	0	3
"16435"	"HLA-F--HLA-J"	0	0	6	0	6
"16436"	"HLA-F--MEF2C"	1	0	0	0	1
"16437"	"HLA-F-AS1--TSC1"	1	0	0	0	1
"16438"	"HLA-G--BET1L"	1	0	0	0	1
"16439"	"HLA-G--HLA-B"	0	0	5	0	5
"16440"	"HLA-G--HLA-C"	1	0	1	0	2
"16441"	"HLA-G--HLA-J"	0	0	1	0	1
"16442"	"HLA-H--EPAS1"	1	0	0	0	1
"16443"	"HLA-H--HLA-A"	0	0	4	0	4
"16444"	"HLA-H--HLA-B"	0	0	34	0	34
"16445"	"HLA-H--HLA-C"	0	0	19	0	19
"16446"	"HLA-H--HLA-E"	0	0	1	0	1
"16447"	"HLA-H--HLA-F"	1	0	6	0	7
"16448"	"HLA-H--HLA-L"	0	0	17	0	17
"16449"	"HLA-H--TTC29"	1	0	0	0	1
"16450"	"HLA-H--ZMYND11"	1	0	0	0	1
"16451"	"HLA-J--HLA-A"	0	0	1	0	1
"16452"	"HLA-J--HLA-B"	0	0	14	0	14
"16453"	"HLA-J--HLA-C"	0	0	5	0	5
"16454"	"HLA-J--PLDN"	0	0	1	0	1
"16455"	"HLA-J--STK38"	0	0	1	0	1
"16456"	"HLA-J,HLA-G--HLA-A"	0	0	1	0	1
"16457"	"HLA-J,HLA-H--HLA-A"	0	0	1	0	1
"16458"	"HLA-J,HLA-H--HLA-B"	0	0	3	0	3
"16459"	"HLA-J,HLA-H--HLA-F"	0	0	1	0	1
"16460"	"HLA-L--HLA-A"	0	0	8	0	8
"16461"	"HLA-L--HLA-B"	0	0	23	0	23
"16462"	"HLA-L--HLA-C"	0	0	31	0	31
"16463"	"HLA-L--HLA-C,HLA-B"	0	0	2	0	2
"16464"	"HLA-L--HLA-F"	0	0	16	0	16
"16465"	"HLA-L--HLA-H"	0	0	1	0	1
"16466"	"HLCS--CD53"	1	1	0	0	2
"16467"	"HLCS--GRIK1"	1	1	0	0	2
"16468"	"HLCS--STRA8"	1	1	0	0	2
"16469"	"HLCS--YBEY"	1	0	0	0	1
"16470"	"HLTF--WWTR1"	0	1	0	0	1
"16471"	"HM13--HM13-AS1"	3	0	2	0	5
"16472"	"HM13--PNPLA2"	1	0	0	0	1
"16473"	"HMBOX1--BNIP3L"	0	1	0	0	1
"16474"	"HMBOX1--ELP3"	0	1	0	0	1
"16475"	"HMBOX1--FSTL5"	0	1	0	0	1
"16476"	"HMBOX1--KIF13B"	1	0	0	0	1
"16477"	"HMBOX1--MALAT1"	1	0	0	0	1
"16478"	"HMBOX1--MCM3"	1	1	0	0	2
"16479"	"HMBOX1--PNOC"	2	1	0	0	3
"16480"	"HMBOX1--SCARA3"	1	1	0	0	2
"16481"	"HMCES--DLGAP4"	1	0	0	0	1
"16482"	"HMCN1--AX748230"	0	0	1	0	1
"16483"	"HMCN1--RNF2"	1	1	0	0	2
"16484"	"HMCN1--ZSWIM4"	0	1	0	0	1
"16485"	"HMG20A--RBM39"	1	0	0	0	1
"16486"	"HMG20A--RCN2"	0	1	0	0	1
"16487"	"HMG20A--SCAMP5"	0	1	0	0	1
"16488"	"HMG20B--CSAG2"	1	0	0	0	1
"16489"	"HMGA1--EEA1"	0	1	0	0	1
"16490"	"HMGA1--H19"	1	0	0	0	1
"16491"	"HMGA1--HMGA1"	1	0	0	0	1
"16492"	"HMGA1--HYOU1"	1	0	0	0	1
"16493"	"HMGA1--LTB"	1	0	0	0	1
"16494"	"HMGA1--MLH1"	1	0	0	0	1
"16495"	"HMGA1--RPL18"	1	0	0	0	1
"16496"	"HMGA1--TMEM213"	0	0	7	0	7
"16497"	"HMGA2--ALDH2"	0	0	0	2	2
"16498"	"HMGA2--ARFGAP2"	1	1	0	0	2
"16499"	"HMGA2--C10orf11"	0	1	0	0	1
"16500"	"HMGA2--C1orf87"	0	1	0	0	1
"16501"	"HMGA2--CACNB4"	1	0	0	0	1
"16502"	"HMGA2--CCNB1IP1"	0	0	0	2	2
"16503"	"HMGA2--CCT2"	1	0	0	0	1
"16504"	"HMGA2--COX6C"	0	0	0	2	2
"16505"	"HMGA2--DAB1"	0	1	0	0	1
"16506"	"HMGA2--EBF1"	0	0	0	2	2
"16507"	"HMGA2--FHIT"	0	0	0	2	2
"16508"	"HMGA2--GABRA3"	0	1	0	0	1
"16509"	"HMGA2--HMGA2"	1	0	0	0	1
"16510"	"HMGA2--KALRN"	0	1	0	0	1
"16511"	"HMGA2--LHFP"	0	0	0	2	2
"16512"	"HMGA2--LPP"	0	0	0	137	137
"16513"	"HMGA2--NELL2"	0	1	0	0	1
"16514"	"HMGA2--NFIB"	0	0	0	8	8
"16515"	"HMGA2--NR2C1"	1	1	0	0	2
"16516"	"HMGA2--NUP107"	1	1	0	0	2
"16517"	"HMGA2--PCBP2"	0	1	0	0	1
"16518"	"HMGA2--PPFIA2"	0	1	0	0	1
"16519"	"HMGA2--RAD51B"	4	0	0	6	10
"16520"	"HMGA2--SARNP"	1	1	0	0	2
"16521"	"HMGA2--WIF1"	4	0	0	14	18
"16522"	"HMGB1--HMGB1"	1	0	0	0	1
"16523"	"HMGB2--CAMK1D"	1	0	0	0	1
"16524"	"HMGB2--EARS2"	1	0	0	0	1
"16525"	"HMGB2--MFAP1"	1	0	0	0	1
"16526"	"HMGB2--PTMA"	1	0	0	0	1
"16527"	"HMGCL--HMGCL"	1	0	0	0	1
"16528"	"HMGCL--S100PBP"	0	1	0	0	1
"16529"	"HMGCL--VPS37B"	1	0	0	0	1
"16530"	"HMGCLL1--GTPBP1"	1	0	0	0	1
"16531"	"HMGCR--TAF11"	1	0	0	0	1
"16532"	"HMGCR--TP53INP2"	1	0	0	0	1
"16533"	"HMGCS1--HMGCS1"	2	0	0	0	2
"16534"	"HMGCS1--OXCT1"	1	1	0	0	2
"16535"	"HMGCS1--SLC38A9"	0	1	0	0	1
"16536"	"HMGCS1--UNC13A"	0	1	0	0	1
"16537"	"HMGN1--BRWD1"	1	0	0	0	1
"16538"	"HMGN1--SNX25"	0	0	1	0	1
"16539"	"HMGN2--ARID1A"	0	0	2	0	2
"16540"	"HMGN2--CMTM4"	0	0	1	0	1
"16541"	"HMGN2--EIF5A"	0	0	4	0	4
"16542"	"HMGN2--PYCR1"	0	0	1	0	1
"16543"	"HMGN2P46--AAK1"	0	0	1	0	1
"16544"	"HMGN2P46--ASB6"	0	0	1	0	1
"16545"	"HMGN2P46--C6orf52"	0	0	1	0	1
"16546"	"HMGN2P46--NUDT19"	0	0	4	0	4
"16547"	"HMGN3--HMGN3"	1	0	0	0	1
"16548"	"HMGN3--NCOA2"	1	0	0	0	1
"16549"	"HMGN3--TMEM5"	2	0	0	0	2
"16550"	"HMGN4--FBXO42"	1	0	0	0	1
"16551"	"HMGXB3--CAPN1"	1	1	0	0	2
"16552"	"HMGXB3--CDX1"	0	0	1	0	1
"16553"	"HMGXB3--PAM"	0	1	0	0	1
"16554"	"HMGXB3--PDGFRB"	0	0	1	0	1
"16555"	"HMGXB3--PPARGC1B"	0	1	0	0	1
"16556"	"HMGXB4--MGMT"	0	1	0	0	1
"16557"	"HMHA1--ABCA7"	0	1	0	0	1
"16558"	"HMHA1--GRIN3B"	0	1	0	0	1
"16559"	"HMOX2--C16orf5"	1	1	0	0	2
"16560"	"HMOX2--RECQL4"	0	0	1	0	1
"16561"	"HMP19--RNF220"	2	0	0	0	2
"16562"	"HMSD--SERPINB8"	0	0	1	0	1
"16563"	"HN1--GGA3"	1	1	0	0	2
"16564"	"HN1--HN1"	1	0	0	0	1
"16565"	"HN1--PATZ1"	1	0	0	0	1
"16566"	"HN1--RECQL5"	1	0	0	0	1
"16567"	"HN1--RFX7"	1	0	0	0	1
"16568"	"HN1--USH1G"	0	0	0	2	2
"16569"	"HN1L--FMR1"	1	0	0	0	1
"16570"	"HN1L--HN1L"	1	0	0	0	1
"16571"	"HN1L--SERPINH1"	1	0	0	0	1
"16572"	"HNF1A--WDR27"	0	0	3	0	3
"16573"	"HNF1B--ARHGAP40"	1	0	0	0	1
"16574"	"HNF1B--HNF1B"	1	0	0	0	1
"16575"	"HNF1B--NOTCH1"	0	1	0	0	1
"16576"	"HNF4A--MYBL2"	0	1	0	0	1
"16577"	"HNF4G--AFM"	1	0	0	0	1
"16578"	"HNRNPA1--BEST3"	1	0	0	0	1
"16579"	"HNRNPA1--FLJ12825"	1	0	0	0	1
"16580"	"HNRNPA2B1--AATF"	1	0	0	0	1
"16581"	"HNRNPA2B1--AUTS2"	1	0	0	0	1
"16582"	"HNRNPA2B1--CANT1"	1	1	0	0	2
"16583"	"HNRNPA2B1--CLASP2"	0	1	0	0	1
"16584"	"HNRNPA2B1--DSP"	0	1	0	0	1
"16585"	"HNRNPA2B1--EPB41L1"	1	0	0	0	1
"16586"	"HNRNPA2B1--ETV1"	1	0	0	8	9
"16587"	"HNRNPA2B1--ETV6"	1	0	0	0	1
"16588"	"HNRNPA2B1--FAM96A"	1	0	0	0	1
"16589"	"HNRNPA2B1--HNRNPA2B1"	4	0	0	0	4
"16590"	"HNRNPA2B1--HNRNPUL1"	2	0	0	0	2
"16591"	"HNRNPA2B1--HSD17B10"	1	0	0	0	1
"16592"	"HNRNPA2B1--INS-IGF2"	4	0	0	0	4
"16593"	"HNRNPA2B1--NSD1"	1	0	0	0	1
"16594"	"HNRNPA2B1--PPP4R2"	1	0	0	0	1
"16595"	"HNRNPA2B1--PTMA"	1	0	0	0	1
"16596"	"HNRNPA2B1--RABEP1"	1	1	0	0	2
"16597"	"HNRNPA2B1--SHB"	1	0	0	0	1
"16598"	"HNRNPA2B1--SIAE"	1	2	0	0	3
"16599"	"HNRNPA3--BCYRN1"	1	0	0	0	1
"16600"	"HNRNPA3--PTPN1"	2	0	0	0	2
"16601"	"HNRNPAB--AGPS"	1	0	0	0	1
"16602"	"HNRNPAB--ATF5"	1	0	0	0	1
"16603"	"HNRNPAB--RAD23A"	1	0	0	0	1
"16604"	"HNRNPAB--SAMM50"	1	1	0	0	2
"16605"	"HNRNPAB--SND1"	1	0	0	0	1
"16606"	"HNRNPC--CHD8"	0	1	0	0	1
"16607"	"HNRNPC--HNRNPC"	1	0	0	0	1
"16608"	"HNRNPC--KIAA0586"	0	0	1	0	1
"16609"	"HNRNPC--NDRG2"	1	0	0	0	1
"16610"	"HNRNPC--PAPOLA"	0	1	0	0	1
"16611"	"HNRNPC--SUPT16H"	1	0	0	0	1
"16612"	"HNRNPD--C4orf22"	0	1	0	0	1
"16613"	"HNRNPD--ELL"	1	0	0	0	1
"16614"	"HNRNPD--HNRNPD"	1	0	0	0	1
"16615"	"HNRNPD--HNRNPDP1"	0	0	1	0	1
"16616"	"HNRNPD--HNRPDL"	0	0	4	0	4
"16617"	"HNRNPD--NOL6"	1	0	0	0	1
"16618"	"HNRNPD--PRKG2"	0	1	0	0	1
"16619"	"HNRNPD--TMEM67"	1	0	0	0	1
"16620"	"HNRNPD--VAMP2"	1	0	0	0	1
"16621"	"HNRNPF--ANKLE2"	1	0	0	0	1
"16622"	"HNRNPF--ATAD1"	3	1	0	0	4
"16623"	"HNRNPF--HNRNPF"	1	0	0	0	1
"16624"	"HNRNPF--NCAM2"	1	0	0	0	1
"16625"	"HNRNPF--ZNF569"	2	1	0	0	3
"16626"	"HNRNPH1--ACTN1"	1	0	0	0	1
"16627"	"HNRNPH1--EFHC1"	1	0	0	0	1
"16628"	"HNRNPH1--ERG"	2	1	0	0	3
"16629"	"HNRNPH1--HNRNPH1"	2	0	0	0	2
"16630"	"HNRNPH1--INSR"	0	1	0	0	1
"16631"	"HNRNPH1--MRPS24"	1	0	0	0	1
"16632"	"HNRNPH1--PIK3IP1"	1	0	0	0	1
"16633"	"HNRNPH1--RNF130"	1	1	0	0	2
"16634"	"HNRNPH1--SAP130"	1	0	0	0	1
"16635"	"HNRNPH1--TRAP1"	1	0	0	0	1
"16636"	"HNRNPH1--ZNF234"	1	0	0	0	1
"16637"	"HNRNPH3--ATAD1"	1	1	0	0	2
"16638"	"HNRNPH3--CDC73"	1	0	0	0	1
"16639"	"HNRNPH3--EIF4G3"	1	0	0	0	1
"16640"	"HNRNPH3--EPHX1"	1	0	0	0	1
"16641"	"HNRNPH3--HNRNPH1"	13	0	0	0	13
"16642"	"HNRNPH3--HNRNPH3"	1	0	0	0	1
"16643"	"HNRNPH3--HSD11B1"	1	0	0	0	1
"16644"	"HNRNPH3--KLK1"	0	1	0	0	1
"16645"	"HNRNPH3--NDUFA9"	1	0	0	0	1
"16646"	"HNRNPH3--RDH11"	1	0	0	0	1
"16647"	"HNRNPH3--SLC29A3"	0	1	0	0	1
"16648"	"HNRNPK--MYOM2"	1	0	0	0	1
"16649"	"HNRNPK--NCOR2"	1	0	0	0	1
"16650"	"HNRNPK--PHLDA2"	1	0	0	0	1
"16651"	"HNRNPK--SLC16A11"	1	0	0	0	1
"16652"	"HNRNPK--SPARC"	1	0	0	0	1
"16653"	"HNRNPL--ACTN4"	0	1	0	0	1
"16654"	"HNRNPL--HNRNPL"	2	0	0	0	2
"16655"	"HNRNPL--PTMA"	1	0	0	0	1
"16656"	"HNRNPL--RASSF5"	1	0	0	0	1
"16657"	"HNRNPL--SEPW1"	1	0	0	0	1
"16658"	"HNRNPL--SIRT2"	1	1	0	0	2
"16659"	"HNRNPL--SRRT"	1	0	0	0	1
"16660"	"HNRNPL--ST3GAL1"	1	0	0	0	1
"16661"	"HNRNPL--TBCB"	1	0	0	0	1
"16662"	"HNRNPL--TPRX1"	1	0	0	0	1
"16663"	"HNRNPM--CERS4"	2	0	0	0	2
"16664"	"HNRNPM--CHCHD3"	1	0	0	0	1
"16665"	"HNRNPM--DENND1A"	1	0	0	0	1
"16666"	"HNRNPM--DMD"	0	1	0	0	1
"16667"	"HNRNPM--HNRNPM"	2	0	0	0	2
"16668"	"HNRNPM--Mar-02"	0	1	0	0	1
"16669"	"HNRNPM--MCOLN1"	1	1	0	0	2
"16670"	"HNRNPM--PC"	1	1	0	0	2
"16671"	"HNRNPM--SLC25A23"	1	1	0	0	2
"16672"	"HNRNPM--ZNF142"	1	0	0	0	1
"16673"	"HNRNPR--E2F2"	0	1	0	0	1
"16674"	"HNRNPR--MEF2C"	1	0	0	0	1
"16675"	"HNRNPU--C8orf34"	1	0	0	0	1
"16676"	"HNRNPU--EMG1"	2	0	0	0	2
"16677"	"HNRNPU--HNRNPU"	4	0	0	0	4
"16678"	"HNRNPU--RPL24"	1	0	0	0	1
"16679"	"HNRNPU--SNRNP25"	1	0	0	0	1
"16680"	"HNRNPU--VPS39"	1	0	0	0	1
"16681"	"HNRNPUL1--ATG10"	0	1	0	0	1
"16682"	"HNRNPUL1--CLIP3"	0	1	0	0	1
"16683"	"HNRNPUL1--CNN1"	0	1	0	0	1
