"Fusions"	"DB"	"Jackson"	"Fusion"	"Cosmic"	"Count"
"513"	"ACOT7--TTC34"	1	0	0	0	1
"514"	"ACOT7--ZCCHC24"	1	0	0	0	1
"515"	"ACOT9--APOO"	23	4	0	0	27
"516"	"ACOX1--D2HGDH"	0	0	2	0	2
"517"	"ACOX1--PRKAG2"	1	0	0	0	1
"518"	"ACOX1--SRP68"	2	4	0	0	6
"519"	"ACOX3--ACOX3"	1	0	0	0	1
"520"	"ACOX3--C1orf106"	1	0	0	0	1
"521"	"ACOX3--DLGAP4"	1	0	0	0	1
"522"	"ACOX3--STAT1"	0	1	0	0	1
"523"	"ACOXL--UNC5D"	1	1	0	0	2
"524"	"ACP1--RPS15A"	0	0	1	0	1
"525"	"ACP2--CD74"	0	1	0	0	1
"526"	"ACP2--KIRREL3"	1	0	0	0	1
"527"	"ACP2--MRPL48"	0	1	0	0	1
"528"	"ACP2--MRVI1-AS1"	1	0	0	0	1
"529"	"ACP5--GTF2F1"	1	1	0	0	2
"530"	"ACP5--PSAP"	1	0	0	0	1
"531"	"ACP6--BCL9"	1	0	0	0	1
"532"	"ACP6--INTS7"	0	1	0	0	1
"533"	"ACP6--PIAS3"	0	1	0	0	1
"534"	"ACP6--PRIM2"	1	0	0	0	1
"535"	"ACPP--ATP2C1"	1	1	0	0	2
"536"	"ACPP--AXL"	1	0	0	0	1
"537"	"ACPP--CASC11"	1	0	0	0	1
"538"	"ACPP--GK5"	1	0	0	0	1
"539"	"ACPP--MYC"	1	0	0	0	1
"540"	"ACPP--OGT"	0	1	0	0	1
"541"	"ACPP--PAFAH1B1"	1	0	0	0	1
"542"	"ACPP--SAFB2"	2	1	0	0	3
"543"	"ACPP--SCARB2"	0	0	1	0	1
"544"	"ACPP--SKIL"	1	0	0	0	1
"545"	"ACPP--STAT6"	0	1	0	0	1
"546"	"ACPP--TMPRSS2"	2	0	0	0	2
"547"	"ACPP--ZNF462"	1	2	0	0	3
"548"	"ACR1--GPKOW"	1	0	0	0	1
"549"	"ACRBP--MLXIP"	1	0	0	0	1
"550"	"ACSBG1--ABCG1"	1	0	0	0	1
"551"	"ACSBG2--IGFBP5"	1	0	0	0	1
"552"	"ACSBG2--SLC14A2"	1	0	0	0	1
"553"	"ACSF2--ANAPC16"	1	0	0	0	1
"554"	"ACSF2--CYFIP1"	1	0	0	0	1
"555"	"ACSF2--SPAG9"	2	1	0	0	3
"556"	"ACSF3--MYH7B"	1	1	0	0	2
"557"	"ACSF3--ZNF483"	0	1	0	0	1
"558"	"ACSL1--CAPZB"	1	0	0	0	1
"559"	"ACSL3--ACSL3"	1	0	0	0	1
"560"	"ACSL3--ETV1"	0	0	0	2	2
"561"	"ACSL3--LINC00592"	1	0	0	0	1
"562"	"ACSL3--MKI67IP"	1	0	0	0	1
"563"	"ACSL3--MOGAT1"	0	1	0	0	1
"564"	"ACSL3--PHGDH"	2	1	0	0	3
"565"	"ACSL3--SGPP2"	1	2	0	0	3
"566"	"ACSL3--SMARCAL1"	0	1	0	0	1
"567"	"ACSL4--ACSL4"	1	0	0	0	1
"568"	"ACSL4--AMMECR1"	1	0	0	0	1
"569"	"ACSL4--ARRDC3"	1	0	0	0	1
"570"	"ACSL6--ACSL6"	1	0	0	0	1
"571"	"ACSL6--CDS2"	0	1	0	0	1
"572"	"ACSM1--DNAH3"	1	1	0	0	2
"573"	"ACSM2A--ACSM1"	1	0	0	0	1
"574"	"ACSM2B--CYP3A4"	1	0	0	0	1
"575"	"ACSM3,ACSM3--MRO"	0	0	5	0	5
"576"	"ACSS1--CDH4"	0	1	0	0	1
"577"	"ACSS1--DBNDD2"	0	1	0	0	1
"578"	"ACSS1--PHACTR3"	1	0	0	0	1
"579"	"ACSS1--SPTLC1"	1	0	0	0	1
"580"	"ACSS1--ZFAND3"	0	1	0	0	1
"581"	"ACSS1--ZNF131"	1	0	0	0	1
"582"	"ACSS2--AMBRA1"	1	0	0	0	1
"583"	"ACSS2--GSS"	1	1	0	0	2
"584"	"ACSS3--AVIL"	0	1	0	0	1
"585"	"ACSS3--CYP39A1"	1	1	0	0	2
"586"	"ACSS3--INSR"	0	1	0	0	1
"587"	"ACSS3--KRT77"	1	0	0	0	1
"588"	"ACSS3--STAU2"	1	1	0	0	2
"589"	"ACTA1--ACTG1"	0	0	4	0	4
"590"	"ACTA1--GAS7"	1	0	0	0	1
"591"	"ACTA1--H19"	3	0	0	0	3
"592"	"ACTA1--SYVN1"	1	0	0	0	1
"593"	"ACTA2--ACTB"	0	0	1	0	1
"594"	"ACTA2--ACTG1"	0	0	1	0	1
"595"	"ACTA2--COL6A1"	0	1	0	0	1
"596"	"ACTA2--LPAL2"	0	0	5	0	5
"597"	"ACTA2--PUM2"	0	0	1	0	1
"598"	"ACTA2--ZC4H2"	0	0	1	0	1
"599"	"ACTA2-AS1--ACTA2"	0	0	1	0	1
"600"	"ACTB--ACO2"	1	0	0	0	1
"601"	"ACTB--ACTB"	2	0	0	1	3
"602"	"ACTB--ACTG1"	1	0	0	0	1
"603"	"ACTB--AGAP1"	1	0	0	0	1
"604"	"ACTB--AHSG"	0	1	0	0	1
"605"	"ACTB--BSG"	2	0	0	0	2
"606"	"ACTB--CBX3"	0	0	1	0	1
"607"	"ACTB--CBX5"	1	0	0	0	1
"608"	"ACTB--CDC5L"	0	1	0	0	1
"609"	"ACTB--CELA3A"	0	2	0	0	2
"610"	"ACTB--COL17A1"	0	1	0	0	1
"611"	"ACTB--CPA4"	0	0	1	0	1
"612"	"ACTB--CSE1L"	0	1	0	0	1
"613"	"ACTB--DTX2"	0	0	1	0	1
"614"	"ACTB--EML2"	0	1	0	0	1
"615"	"ACTB--FMN1"	1	0	0	0	1
"616"	"ACTB--GLI1"	0	0	0	10	10
"617"	"ACTB--GLTSCR2"	0	1	0	0	1
"618"	"ACTB--GNB2L1"	0	3	0	0	3
"619"	"ACTB--HERPUD2"	1	0	0	0	1
"620"	"ACTB--HIPK2"	1	0	0	0	1
"621"	"ACTB--HLA-DQB1"	0	1	0	0	1
"622"	"ACTB--ISY1-RAB43"	1	0	0	0	1
"623"	"ACTB--KIAA0182"	0	1	0	0	1
"624"	"ACTB--LOC100507412"	3	0	0	0	3
"625"	"ACTB--oACTB"	0	0	0	2	2
"626"	"ACTB--OSBPL3"	1	0	0	0	1
"627"	"ACTB--PMP2"	0	1	0	0	1
"628"	"ACTB--RPS16"	3	0	0	0	3
"629"	"ACTB--SAFB"	0	1	0	0	1
"630"	"ACTB--SEPP1"	0	1	0	0	1
"631"	"ACTB--SUPV3L1"	1	0	0	0	1
"632"	"ACTB--THBS3"	1	0	0	0	1
"633"	"ACTB--TM4SF4"	0	2	0	0	2
"634"	"ACTB--YWHAE"	0	2	0	0	2
"635"	"ACTC1--ACTA1"	1	0	0	0	1
"636"	"ACTG1--ACTB"	0	0	6	0	6
"637"	"ACTG1--ACTBL2"	0	0	2	0	2
"638"	"ACTG1--ACTG1"	4	0	0	0	4
"639"	"ACTG1--ANKS1A"	0	3	0	0	3
"640"	"ACTG1--C19orf29"	0	0	1	0	1
"641"	"ACTG1--CCT5"	0	1	0	0	1
"642"	"ACTG1--CD74"	1	0	0	0	1
"643"	"ACTG1--CLCN3"	0	2	0	0	2
"644"	"ACTG1--COL5A1"	1	0	0	0	1
"645"	"ACTG1--CXCR5"	0	1	0	0	1
"646"	"ACTG1--DDX21"	0	1	0	0	1
"647"	"ACTG1--DGCR6L"	1	0	0	0	1
"648"	"ACTG1--MEIS3"	1	0	0	0	1
"649"	"ACTG1--MEPCE"	1	0	0	0	1
"650"	"ACTG1--MLF1"	0	0	1	0	1
"651"	"ACTG1--MROH7"	1	0	0	0	1
"652"	"ACTG1--MUC17"	0	0	1	0	1
"653"	"ACTG1--MYB"	3	0	0	0	3
"654"	"ACTG1--PIGR"	1	0	0	0	1
"655"	"ACTG1--PLEKHA5"	1	1	0	0	2
"656"	"ACTG1--POTEKP"	0	0	1	0	1
"657"	"ACTG1--RPS5"	1	0	0	0	1
"658"	"ACTG1--SLC25A44"	1	0	0	0	1
"659"	"ACTG1--STAT6"	0	2	0	0	2
"660"	"ACTG1--TADA2B"	1	0	0	0	1
"661"	"ACTG1--THSD4"	0	1	0	0	1
"662"	"ACTG1--TMEM63B"	0	0	1	0	1
"663"	"ACTG1--TMSB10"	1	0	0	0	1
"664"	"ACTG1--USP7"	0	1	0	0	1
"665"	"ACTG1--ZNF638"	0	0	1	0	1
"666"	"ACTG1--ZNF827"	0	1	0	0	1
"667"	"ACTG2--ACTA1"	1	0	0	0	1
"668"	"ACTG2--ACTG2"	2	0	0	0	2
"669"	"ACTG2--ALK"	1	1	0	0	2
"670"	"ACTG2--ERCC2"	1	0	0	0	1
"671"	"ACTG2--REG3G"	1	0	0	0	1
"672"	"ACTL6A--ACTL6A"	1	0	0	0	1
"673"	"ACTL6A--ALG3"	2	1	0	0	3
"674"	"ACTL6A--MRPL47"	1	0	0	0	1
"675"	"ACTL6A--XPC"	1	0	0	0	1
"676"	"ACTL8--ACOX1"	1	1	0	0	2
"677"	"ACTN1--ACTN1"	3	0	0	0	3
"678"	"ACTN1--CNOT10"	1	0	0	0	1
"679"	"ACTN1--DCAF5"	0	1	0	0	1
"680"	"ACTN1--FLOT2"	1	0	0	0	1
"681"	"ACTN1--KDM6B"	1	0	0	0	1
"682"	"ACTN1--SCGN"	1	1	0	0	2
"683"	"ACTN1--SERPINE1"	1	0	0	0	1
"684"	"ACTN2--ACTN2"	1	0	0	0	1
"685"	"ACTN2--CHRM3"	1	1	0	0	2
"686"	"ACTN4--ACTN1"	26	0	0	0	26
"687"	"ACTN4--ACTN4"	1	0	0	0	1
"688"	"ACTN4--CAPN12"	41	0	0	0	41
"689"	"ACTN4--CAPZB"	2	0	0	0	2
"690"	"ACTN4--CATSPERG"	0	1	0	0	1
"691"	"ACTN4--DAB2"	1	0	0	0	1
"692"	"ACTN4--DAZAP1"	1	0	0	0	1
"693"	"ACTN4--DLGAP1"	1	0	0	0	1
"694"	"ACTN4--DSG2"	1	0	0	0	1
"695"	"ACTN4--EIF3K"	1	4	0	0	5
"696"	"ACTN4--ETV5"	1	0	0	0	1
"697"	"ACTN4--FTO"	3	0	0	0	3
"698"	"ACTN4--KMT2A"	0	0	0	2	2
"699"	"ACTN4--MALAT1"	1	0	0	0	1
"700"	"ACTN4--MAP4K1"	1	0	0	0	1
"701"	"ACTN4--MGST2"	1	1	0	0	2
"702"	"ACTN4--MLL"	1	0	0	0	1
"703"	"ACTN4--MYO15A"	1	0	0	0	1
"704"	"ACTN4--MZB1"	1	0	0	0	1
"705"	"ACTN4--RPS16"	1	0	0	0	1
"706"	"ACTN4--RYR1"	0	1	0	0	1
"707"	"ACTN4--SERPING1"	1	0	0	0	1
"708"	"ACTN4--TIMM50"	2	0	0	0	2
"709"	"ACTN4--TXNDC12"	0	1	0	0	1
"710"	"ACTN4--U2AF1"	1	0	0	0	1
"711"	"ACTN4--URM1"	1	0	0	0	1
"712"	"ACTN4--YIF1B"	2	1	0	0	3
"713"	"ACTR10--MKX"	0	1	0	0	1
"714"	"ACTR1A--ACTR1A"	1	0	0	0	1
"715"	"ACTR1A--ARMC4"	0	1	0	0	1
"716"	"ACTR1A--C17orf57"	0	1	0	0	1
"717"	"ACTR1A--OBFC1"	1	1	0	0	2
"718"	"ACTR1A--SLC2A1"	1	0	0	0	1
"719"	"ACTR1B--FAM53C"	1	0	0	0	1
"720"	"ACTR1B--HLA-B"	1	0	0	0	1
"721"	"ACTR1B--RDX"	1	0	0	0	1
"722"	"ACTR2--ADAMTS2"	1	0	0	0	1
"723"	"ACTR2--EIF4A2"	1	0	0	0	1
"724"	"ACTR2--TSGA10"	1	1	0	0	2
"725"	"ACTR3--ABT1"	1	0	0	0	1
"726"	"ACTR3--ALB"	1	0	0	0	1
"727"	"ACTR3--KDM3A"	1	0	0	0	1
"728"	"ACTR3--RPS6KA3"	1	0	0	0	1
"729"	"ACTR3--XIST"	1	0	0	0	1
"730"	"ACTR3B--JMJD1C"	1	0	0	0	1
"731"	"ACTR3B--PARK7"	1	0	0	0	1
"732"	"ACTR3C--AUH"	1	0	0	0	1
"733"	"ACTR3C--SFTPB"	1	0	0	0	1
"734"	"ACTR5--FBXO18"	1	0	0	0	1
"735"	"ACTR5--RPRD1B"	1	1	0	0	2
"736"	"ACTR6--ACTR6"	1	0	0	0	1
"737"	"ACTR8--NDUFC2-KCTD14"	1	0	0	0	1
"738"	"ACVR1--CCDC148"	1	2	0	0	3
"739"	"ACVR1--NFATC1"	2	1	0	0	3
"740"	"ACVR1--SGCD"	1	0	0	0	1
"741"	"ACVR1B--CS"	0	1	0	0	1
"742"	"ACVR1B--SUPT16H"	0	1	0	0	1
"743"	"ACVR1C--MESDC2"	1	0	0	0	1
"744"	"ACVR2A--AKT3"	1	1	0	0	2
"745"	"ACVR2A--CASP8"	1	1	0	0	2
"746"	"ACVR2A--KANK1"	0	1	0	0	1
"747"	"ACVR2A--SUMO1"	1	1	0	0	2
"748"	"ACVRL1--ACVRL1"	1	0	0	0	1
"749"	"ACVRL1--SH3D19"	2	0	0	0	2
"750"	"ACY1--MC1R"	1	0	0	0	1
"751"	"ACY3--RPL41"	0	0	1	0	1
"752"	"ACYP2--ACYP2"	1	0	0	0	1
"753"	"AD_1--2-Sep"	0	0	1	0	1
"754"	"AD_1--ABHD2"	0	0	1	0	1
"755"	"AD_1--AK024535"	0	0	1	0	1
"756"	"AD_1--AKIRIN1"	0	0	1	0	1
"757"	"AD_1--AP1S2"	0	0	1	0	1
"758"	"AD_1--ATP2B1"	0	0	1	0	1
"759"	"AD_1--BX649128"	0	0	2	0	2
"760"	"AD_1--C10orf58"	0	0	1	0	1
"761"	"AD_1--CAMKK2"	0	0	1	0	1
"762"	"AD_1--CAP1"	0	0	1	0	1
"763"	"AD_1--CELF2"	0	0	1	0	1
"764"	"AD_1--CHD2"	0	0	1	0	1
"765"	"AD_1--COL3A1"	0	0	1	0	1
"766"	"AD_1--CTDSP2"	0	0	1	0	1
"767"	"AD_1--CYP1B1"	0	0	1	0	1
"768"	"AD_1--DDX21"	0	0	2	0	2
"769"	"AD_1--DVL3"	0	0	1	0	1
"770"	"AD_1--ECE1"	0	0	1	0	1
"771"	"AD_1--EIF4B"	0	0	1	0	1
"772"	"AD_1--ELL2"	0	0	1	0	1
"773"	"AD_1--ENTPD1"	0	0	1	0	1
"774"	"AD_1--ERCC4"	0	0	1	0	1
"775"	"AD_1--FAM82B"	0	0	1	0	1
"776"	"AD_1--FGD4"	0	0	3	0	3
"777"	"AD_1--FRG1B"	0	0	1	0	1
"778"	"AD_1--HIPK2"	0	0	1	0	1
"779"	"AD_1--HMGA1"	0	0	1	0	1
"780"	"AD_1--HMGB1"	0	0	1	0	1
"781"	"AD_1--HNRNPAB"	0	0	1	0	1
"782"	"AD_1--HPS5"	0	0	1	0	1
"783"	"AD_1--HSPH1"	0	0	1	0	1
"784"	"AD_1--IPO7"	0	0	1	0	1
"785"	"AD_1--KIAA0240"	0	0	1	0	1
"786"	"AD_1--MDM2"	0	0	1	0	1
"787"	"AD_1--MET"	0	0	1	0	1
"788"	"AD_1--MKNK2"	0	0	1	0	1
"789"	"AD_1--MORF4L1"	0	0	1	0	1
"790"	"AD_1--NAP1L4"	0	0	1	0	1
"791"	"AD_1--NCF1B"	0	0	1	0	1
"792"	"AD_1--NCF1C"	0	0	1	0	1
"793"	"AD_1--NFE2L2"	0	0	1	0	1
"794"	"AD_1--NT5C2"	0	0	1	0	1
"795"	"AD_1--PDLIM5"	0	0	1	0	1
"796"	"AD_1--PEG10"	0	0	1	0	1
"797"	"AD_1--PIK3C2A"	0	0	1	0	1
"798"	"AD_1--PMM2"	0	0	1	0	1
"799"	"AD_1--PROSER1"	0	0	1	0	1
"800"	"AD_1--PRPF4B"	0	0	1	0	1
"801"	"AD_1--PRR11"	0	0	1	0	1
"802"	"AD_1--RDH11"	0	0	2	0	2
"803"	"AD_1--RFWD3"	0	0	1	0	1
"804"	"AD_1--RPL22"	0	0	1	0	1
"805"	"AD_1--SECISBP2L"	0	0	1	0	1
"806"	"AD_1--SF3B2"	0	0	1	0	1
"807"	"AD_1--SMG6"	0	0	1	0	1
"808"	"AD_1--SNX6"	0	0	1	0	1
"809"	"AD_1--STK39"	0	0	1	0	1
"810"	"AD_1--STK4"	0	0	1	0	1
"811"	"AD_1--SUZ12"	0	0	1	0	1
"812"	"AD_1--TAF1"	0	0	1	0	1
"813"	"AD_1--TKT"	0	0	1	0	1
"814"	"AD_1--TOP2B"	0	0	1	0	1
"815"	"AD_1--TRAM1"	0	0	1	0	1
"816"	"AD_1--TVAS5"	0	0	11	0	11
"817"	"AD_1--UBC"	0	0	1	0	1
"818"	"AD_1--WDR6"	0	0	1	0	1
"819"	"AD_1--WSB1"	0	0	1	0	1
"820"	"AD000671.1--CEACAM16"	1	0	0	0	1
"821"	"ADAL--C15orf43"	0	1	0	0	1
"822"	"ADAM10--ANKRD11"	1	0	0	0	1
"823"	"ADAM10--C15orf43"	0	1	0	0	1
"824"	"ADAM10--FIZ1"	2	0	0	0	2
"825"	"ADAM10--PLAC9"	1	1	0	0	2
"826"	"ADAM10--RER1"	1	0	0	0	1
"827"	"ADAM10--ZNF770"	1	1	0	0	2
"828"	"ADAM12--ACIN1"	1	0	0	0	1
"829"	"ADAM12--ADAM12"	2	0	0	0	2
"830"	"ADAM12--CD63"	0	0	1	0	1
"831"	"ADAM12--CLIP1"	1	0	0	0	1
"832"	"ADAM12--FLNA"	1	0	0	0	1
"833"	"ADAM12--GPRC5C"	1	0	0	0	1
"834"	"ADAM12--NUMA1"	1	0	0	0	1
"835"	"ADAM12--PACSIN2"	1	0	0	0	1
"836"	"ADAM12--PAPPA2"	1	0	0	0	1
"837"	"ADAM12--PARP14"	1	0	0	0	1
"838"	"ADAM12--PPP2R1A"	1	0	0	0	1
"839"	"ADAM12--RTN4"	1	0	0	0	1
"840"	"ADAM12--ST6GALNAC3"	1	0	0	0	1
"841"	"ADAM15--CHD1L"	0	1	0	0	1
"842"	"ADAM15--DCST1"	1	2	0	0	3
"843"	"ADAM15--FN1"	0	0	1	0	1
"844"	"ADAM17--SEC31A"	1	0	0	0	1
"845"	"ADAM17--YWHAQ"	1	1	0	0	2
"846"	"ADAM18--LSM1"	2	1	0	0	3
"847"	"ADAM18--PPAPDC1B"	1	0	0	0	1
"848"	"ADAM19--HPD"	1	0	0	0	1
"849"	"ADAM19--NAT10"	2	0	0	0	2
"850"	"ADAM2--MAVS"	2	0	0	0	2
"851"	"ADAM2--MTMR2"	1	1	0	0	2
"852"	"ADAM22--ASB4"	0	1	0	0	1
"853"	"ADAM22--RUNDC3B"	0	1	0	0	1
"854"	"ADAM23--ADAM23"	1	0	0	0	1
"855"	"ADAM23--CERKL"	1	1	0	0	2
"856"	"ADAM23--PPAP2A"	1	1	0	0	2
"857"	"ADAM28--ADAM28"	1	0	0	0	1
"858"	"ADAM29--PEG10"	1	0	0	0	1
"859"	"ADAM32--ZNF251"	1	1	0	0	2
"860"	"ADAM8--ADAM8"	1	0	0	0	1
"861"	"ADAM9--ADAM9"	1	0	0	0	1
"862"	"ADAM9--ATP6V1H"	2	0	0	0	2
"863"	"ADAM9--CLYBL"	1	1	0	0	2
"864"	"ADAM9--HTRA4"	0	1	0	0	1
"865"	"ADAM9--LOC100130964"	1	0	0	0	1
"866"	"ADAM9--MTL5"	0	1	0	0	1
"867"	"ADAM9--PROSC"	1	1	0	0	2
"868"	"ADAM9--RGS20"	0	1	0	0	1
"869"	"ADAM9--RNF170"	2	2	0	0	4
"870"	"ADAM9--TACC1"	1	1	0	0	2
"871"	"ADAM9--UNC5D"	0	1	0	0	1
"872"	"ADAMDEC1--ADAMDEC1"	1	0	0	0	1
"873"	"ADAMTS1--ADAMTS1"	2	0	0	0	2
"874"	"ADAMTS1--C1S"	1	0	0	0	1
"875"	"ADAMTS10--MLLT1"	2	1	0	0	3
"876"	"ADAMTS12--AKAP13"	1	0	0	0	1
"877"	"ADAMTS12--C1QTNF3"	1	1	0	0	2
"878"	"ADAMTS12--RAI14"	0	1	0	0	1
"879"	"ADAMTS12--ZFR"	1	1	0	0	2
"880"	"ADAMTS13--LHX2"	1	1	0	0	2
"881"	"ADAMTS15--FAM65C"	3	0	0	0	3
"882"	"ADAMTS16--ETV6"	1	1	0	0	2
"883"	"ADAMTS16--TERT"	0	1	0	0	1
"884"	"ADAMTS17--AKAP13"	0	1	0	0	1
"885"	"ADAMTS17--CERS3"	1	0	0	0	1
"886"	"ADAMTS17--LPAR1"	0	1	0	0	1
"887"	"ADAMTS17--LRRC28"	1	0	0	0	1
"888"	"ADAMTS17--NCF4"	0	1	0	0	1
"889"	"ADAMTS17--PCDHA8"	1	1	0	0	2
"890"	"ADAMTS17--RTKN2"	1	1	0	0	2
"891"	"ADAMTS17--SLC12A1"	0	1	0	0	1
"892"	"ADAMTS19--SLC27A6"	2	0	0	0	2
"893"	"ADAMTS2--RPL11"	1	0	0	0	1
"894"	"ADAMTS3--N4BP2L2"	1	0	0	0	1
"895"	"ADAMTS4--ADAMTS4"	2	0	0	0	2
"896"	"ADAMTS4--DCHS1"	0	0	1	0	1
"897"	"ADAMTS4--F2R"	1	0	0	0	1
"898"	"ADAMTS4--PDE6D"	1	0	0	0	1
"899"	"ADAMTS5--CYYR1"	1	0	0	0	1
"900"	"ADAMTS5--GTF3C3"	1	0	0	0	1
"901"	"ADAMTS7--TMEM135"	0	1	0	0	1
"902"	"ADAMTS9--CHL1"	1	1	0	0	2
"903"	"ADAMTS9--SYNPR"	1	1	0	0	2
"904"	"ADAMTS9--ULK4"	1	1	0	0	2
"905"	"ADAMTSL1--WNT5B"	0	1	0	0	1
"906"	"ADAMTSL2--MAPKAP1"	1	1	0	0	2
"907"	"ADAMTSL4--ADAMTSL4"	1	0	0	0	1
"908"	"ADAMTSL4--MAT2A"	1	0	0	0	1
"909"	"ADAMTSL4--RPL36"	1	0	0	0	1
"910"	"ADAP1--ATN1"	1	0	0	0	1
"911"	"ADAP1--C7orf50"	1	0	0	0	1
"912"	"ADAP1--C8orf38"	1	1	0	0	2
"913"	"ADAP1--COX19"	0	1	0	0	1
"914"	"ADAP1--GET4"	0	1	0	0	1
"915"	"ADAP1--MAD1L1"	0	1	0	0	1
"916"	"ADAP1--NOLC1"	1	0	0	0	1
"917"	"ADAP1--SUN1"	1	1	0	0	2
"918"	"ADAP2--ADAP2"	1	0	0	0	1
"919"	"ADAP2--GSTZ1"	1	0	0	0	1
"920"	"ADAP2--RNF135"	0	0	4	0	4
"921"	"ADAR--ADAR"	1	0	0	0	1
"922"	"ADAR--CCT5"	0	1	0	0	1
"923"	"ADAR--GPATCH4"	1	1	0	0	2
"924"	"ADAR--GSTA2"	0	0	1	0	1
"925"	"ADAR--KRTCAP2"	0	1	0	0	1
"926"	"ADAR--PLS3"	1	0	0	0	1
"927"	"ADAR--SLC12A4"	0	0	1	0	1
"928"	"ADAR--UBE2J2"	2	1	0	0	3
"929"	"ADARB1--ADARB1"	2	0	0	0	2
"930"	"ADARB1--NFKBIZ"	1	0	0	0	1
"931"	"ADARB2--PTPN7"	1	0	0	0	1
"932"	"ADAT1--KARS"	0	1	0	0	1
"933"	"ADAT2--COBLL1"	1	0	0	0	1
"934"	"ADAT2--VTA1"	0	1	0	0	1
"935"	"ADC--PHIP"	1	1	0	0	2
"936"	"ADCK2--DPP6"	1	1	0	0	2
"937"	"ADCK2--TBXAS1"	0	1	0	0	1
"938"	"ADCK3--EPHX1"	1	0	0	0	1
"939"	"ADCK4--AKAP8"	2	1	0	0	3
"940"	"ADCK4--NUMBL"	0	0	9	0	9
"941"	"ADCK5--CPSF1"	0	1	0	0	1
"942"	"ADCK5--HEATR7A"	0	1	0	0	1
"943"	"ADCK5--HSF1"	0	1	0	0	1
"944"	"ADCK5--SPIRE1"	1	0	0	0	1
"945"	"ADCY1--ADCY1"	1	0	0	0	1
"946"	"ADCY1--EYA4"	1	1	0	0	2
"947"	"ADCY1--JUN"	1	0	0	0	1
"948"	"ADCY1--KDM3A"	1	0	0	0	1
"949"	"ADCY2--CLPTM1L"	0	1	0	0	1
"950"	"ADCY2--CNP"	1	0	0	0	1
"951"	"ADCY2--DZIP1L"	1	0	0	0	1
"952"	"ADCY2--ITCH"	1	0	0	0	1
"953"	"ADCY2--KCTD15"	1	0	0	0	1
"954"	"ADCY2--LARP1B"	2	0	0	0	2
"955"	"ADCY2--MYL12A"	1	0	0	0	1
"956"	"ADCY2--NOL6"	1	0	0	0	1
"957"	"ADCY2--PARP8"	0	1	0	0	1
"958"	"ADCY2--RBM39"	1	0	0	0	1
"959"	"ADCY2--RNF19B"	1	0	0	0	1
"960"	"ADCY2--RPAP2"	1	1	0	0	2
"961"	"ADCY2--SH3BGRL3"	1	0	0	0	1
"962"	"ADCY2--SPACA3"	1	0	0	0	1
"963"	"ADCY2--TNKS2"	1	0	0	0	1
"964"	"ADCY2--TPRG1"	1	0	0	0	1
"965"	"ADCY2--WBSCR16"	1	0	0	0	1
"966"	"ADCY2--ZFP36L2"	1	0	0	0	1
"967"	"ADCY3--EXOG"	0	0	1	0	1
"968"	"ADCY5--ADCY5"	1	0	0	0	1
"969"	"ADCY5--GLIS1"	1	0	0	0	1
"970"	"ADCY5--PTPLB"	1	1	0	0	2
"971"	"ADCY8--DNAJC14"	1	0	0	0	1
"972"	"ADCY9--BGN"	1	0	0	0	1
"973"	"ADCY9--CD74"	0	0	1	0	1
"974"	"ADCY9--CLUAP1"	0	1	0	0	1
"975"	"ADCY9--CTDSPL"	1	0	0	0	1
"976"	"ADCY9--FAHD1"	0	1	0	0	1
"977"	"ADCY9--FAM65C"	0	1	0	0	1
"978"	"ADCY9--FN1"	0	0	1	0	1
"979"	"ADCY9--GLYR1"	1	1	0	0	2
"980"	"ADCY9--NMRAL1"	0	1	0	0	1
"981"	"ADCY9--PHF16"	0	1	0	0	1
"982"	"ADCY9--PRKCB"	1	1	0	0	2
"983"	"ADCY9--PRSS27"	1	1	0	0	2
"984"	"ADCY9--RASSF8"	0	1	0	0	1
"985"	"ADCY9--SPG20"	0	1	0	0	1
"986"	"ADCY9--SRL"	1	0	0	0	1
"987"	"ADCY9--TEAD4"	2	1	0	0	3
"988"	"ADCY9--TFAP4"	1	1	0	0	2
"989"	"ADCY9--VASN"	0	1	0	0	1
"990"	"ADCYAP1R1--ADCYAP1R1"	2	0	0	0	2
"991"	"ADCYAP1R1--AQP1"	4	1	0	0	5
"992"	"ADCYAP1R1--DFNA5"	1	1	0	0	2
"993"	"ADCYAP1R1--MACF1"	1	0	0	0	1
"994"	"ADCYAP1R1--TYK2"	0	1	0	0	1
"995"	"ADD1--ADD1"	1	0	0	0	1
"996"	"ADD1--ADK"	2	1	0	0	3
"997"	"ADD1--ATP2B4"	1	1	0	0	2
"998"	"ADD1--CAST"	1	0	0	0	1
"999"	"ADD1--FAM193A"	3	2	0	0	5
"1000"	"ADD1--GRK4"	1	0	0	0	1
"1001"	"ADD1--NEAT1"	1	0	0	0	1
"1002"	"ADD1--PCGF3"	0	1	0	0	1
"1003"	"ADD1--RRM2"	1	0	0	0	1
"1004"	"ADD1--SH3BP2"	2	2	0	0	4
"1005"	"ADD1--SLC24A2"	1	0	0	0	1
"1006"	"ADD2--PLXNB2"	0	0	1	0	1
"1007"	"ADD2--SFTPB"	0	0	1	0	1
"1008"	"ADD3--MYT1L"	1	0	0	0	1
"1009"	"ADD3--OGT"	1	0	0	0	1
"1010"	"ADD3--SYNPO2"	1	0	0	0	1
"1011"	"ADD3--XPNPEP1"	2	1	0	0	3
"1012"	"ADGB--SCPEP1"	1	0	0	0	1
