"Fusions"	"DB"	"Jackson"	"Fusion"	"Cosmic"	"ChiTaRS"	"TICdb"	"ConjoinG"	"Count"
"VAV3--CDH1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VAV3--RGL1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VAV3--VAV3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"VAV3--WARS2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VAV3--ZHX2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VAX1--KIAA1598"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VAX2--PAIP2B"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VBP1--BRCC3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VBP1--GABRA3"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"VBP1--VBP1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VCAN--EDIL3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VCAN--ST6GALNAC2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VCL--ADK"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"4"
"VCL--C10orf11"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"VCL--FGFR2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VCL--KIAA0913"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VCL--SEC24C"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VCL--SFTPD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VCL--VCL"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"VCP--C9orf131"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"VCP--HNRNPA2B1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VCP--KIAA0753"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VCP--LGALS3BP"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VCP--PIGR"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VCP--VCP"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"4"
"VCPIP1--C8orf44"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VDAC1--SKP1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"VDAC2--TYSND1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VDAC3--ATP1A1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VDAC3--CDKN1B"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VDAC3--RNF24"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VDAC3--ZBTB10"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VDR--SLC1A5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VDR--VDR"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"VEGFA--DDX27"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VEGFA--NRD1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VEGFA--RSPH9"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"VEGFA--SUZ12P1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VEGFA--TRBV20-1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VEGFA--VEGFA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VEGFB--VEGFB"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VEGFC--VEGFC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VEZF1--DDX42"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VEZF1--KRT222"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VEZF1--VEZF1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VGLL1--CD40LG"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VGLL3--PBXIP1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VGLL3--RBMS3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VGLL4--AMACR"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VGLL4--ATG7"	"51"	"0"	"0"	"0"	"0"	"0"	"0"	"51"
"VGLL4--CHL1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"VGLL4--FOXP1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VGLL4--HILPDA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VGLL4--LIMD1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VGLL4--LOC101927358"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VGLL4--SH3BP5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VGLL4--SYNPR"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"VGLL4--TAMM41"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"VGLL4--UBE2E3"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"VGLL4--UPF2"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"VGLL4--VGLL4"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"VHL--KIAA1430"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VHL--VHL"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VIL1--VIL1"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"VILL--MAFF"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VIM--DNM1L"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VIM--EEA1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VIM--IQCE"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VIM--IQCG"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VIM--LAMA4"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"VIM--PLEKHA5"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"VIM--SIAE"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VIPR1--SCIN"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VIPR2--SCTR"	"5"	"0"	"0"	"0"	"0"	"0"	"0"	"5"
"VIT--VIT"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VKORC1L1--GUSB"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VLDLR--SLC1A1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VMA21--GLIS1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VMP1--10.Mar"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"VMP1--C17orf64"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"VMP1--CDC42EP4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VMP1--CLTC"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"VMP1--PEX6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VMP1--PSMA6"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VMP1--PTRH2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VMP1--RNFT1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"VMP1--RP11-433C9.2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VMP1--RPS6KB1"	"1"	"0"	"2"	"0"	"0"	"0"	"0"	"3"
"VMP1--TK1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VMP1--TUBD1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VOPP1--HS3ST2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VOPP1--RAPGEF5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VOPP1--VOPP1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPRBP--POC1A"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VPRBP--VPRBP"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPREB3--CSF1R"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS13B--AKAP7"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VPS13B--ANKRD46"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VPS13B--CCDC6"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VPS13B--CDADC1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS13B--CUL4B"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"VPS13B--DPYS"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VPS13B--EFR3A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS13B--GDPD1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS13B--GMDS"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VPS13B--MYO9B"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS13B--NECAB1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS13B--OSR2"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"VPS13B--RAD54B"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS13B--SGCZ"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VPS13B--STK3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS13B--WAPAL"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS13C--AMMECR1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS13C--ANXA2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS13C--C15orf59"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VPS13C--MBP"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS13C--PSPC1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS13C--RAPGEF1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS13C--SUPT16H"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS13C--VPS13C"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS13D--PITPNB"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS13D--RERE"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS18--VPS18"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS26A--ATAD1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS26A--GDAP1L1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS26A--GYS1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS26A--NIPBL"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS26A--VPS26A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS26B--VPS26B"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS28--LOC100507412"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"VPS28--SF3A1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VPS29--POLE"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS29--SVOP"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS29--VPS29"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"4"
"VPS29--ZNF776"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS33A--ABCB9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS33B--VPS33B"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS35--PHKB"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS35--SLC6A2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS35--VPS35"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"VPS36--PAIP2B"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS37A--LPL"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS37A--SLC4A5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS37A--VCAM1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS37A--VPS37A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS37B--RNH1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS37B--VPS33A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS37C--SLC3A2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"VPS39--VPS39"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS41--AES"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VPS41--KLF12"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS41--NPSR1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VPS41--SDK1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VPS4A--KLK3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS4A--LGMN"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS4A--VPS4A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS4B--ATP6V1A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS4B--SLC22A15"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VPS52--FDPS"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS52--INSIG2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS52--ZNF358"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"4"
"VPS53--GLOD4"	"1"	"3"	"0"	"0"	"0"	"0"	"0"	"4"
"VPS53--HS3ST5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS53--MYH2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VPS53--RTN4RL1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"VPS53--STAT2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS53--ZZEF1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VPS54--ANKHD1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS54--PELI1"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"VPS54--RBPMS2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS54--UGP2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS72--MUC4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS72--PNN"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS72--ROBO2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VPS72--RORC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VPS72--TGM3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS72--VPS72"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VPS8--ARHGAP39"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VPS8--NLGN1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VPS8--NPHP3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VRK1--ALOX5AP"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VRK1--SAMD4A"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VRK2--CHSY1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VRK2--CREM"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VRK2--EIF2C3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VRK2--FANCL"	"22"	"0"	"0"	"0"	"0"	"0"	"0"	"22"
"VRK2--JAG1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VRK3--TGFB1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"VRK3--VRK3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VSIG1--RPS3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VSIG2--VSIG2"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"VSNL1--BTBD9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VSNL1--LAPTM4A"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"VSTM2L--ZBTB5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VSTM4--VSTM4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VTCN1--NUP88"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"4"
"VTCN1--PTGFRN"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VTI1A--C10orf90"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VTI1A--HDAC1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VTI1A--SUGP2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VTI1A--TAX1BP1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VWA2--IDE"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VWA3B--VWA3B"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VWA5B2--PVT1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VWA7--PPP1R13B"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VWC2--RAB20"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"VWCE--RAB1B"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"VWF--ACTN1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VWF--FN1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"VWF--RAD23A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WAC--APBB1IP"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"4"
"WAC--LRRC37A6P"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WAC--MAP3K14"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WAC--MRPL46"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WAC--NRP1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"WAC--RDX"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WAC--SH3BGRL3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WAC--UBAC2"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WAC--VPS35"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WAC--WAC"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"WAPAL--ZCCHC4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WARS--C8orf12"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"WARS--CCNY"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WARS--MARS"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WARS--NFYC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WARS--PPP2R3C"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WARS--WARS"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"WARS2--ASIC2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WARS2--LOXL2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WARS2--PHGDH"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WARS2--REG4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WARS2--RPF1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WARS2--RYR2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WARS2--TBX15"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WARS2--TPST1"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"WAS--HIRA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WASF1--SLC41A3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WASF2--AHDC1"	"8"	"9"	"0"	"0"	"0"	"0"	"0"	"17"
"WASF2--FAM65B"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WASF2--FGR"	"4"	"4"	"0"	"0"	"0"	"0"	"0"	"8"
"WASF2--IFI6"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"4"
"WASF2--KHDRBS1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"WASF3--XRN2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WASH1--DCAF5"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WASH1--DEFB125"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WASL--RALBP1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WBP11--LGR5"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WBP11--MGP"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"WBP11--SARNP"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WBP1L--SUFU"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"WBP2--FTL"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WBP2--NUP85"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WBP2NL--ELK1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WBP2NL--MEI1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WBP4--FANK1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WBP5--DHRS7B"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WBP5--NEDD9"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WBP5--RNF38"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WBP5--WBP5"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"WBSCR16--WBSCR16"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WBSCR17--PPP1R9A"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WBSCR17--WBSCR17"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WBSCR22--WBSCR22"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WBSCR22--ZYX"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDFY1--PARD3B"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WDFY3--BRAF"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDFY3--HNRNPD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WDFY3--PLAGL1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WDFY3--WDFY3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDFY3--ZNF578"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDFY4--TNRC6A"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDHD1--DLGAP5"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"4"
"WDHD1--WDHD1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDPCP--AFTPH"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDPCP--AMBRA1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDPCP--C3orf26"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDPCP--VPS54"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR1--GCDH"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR1--STX4"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR1--WDR1"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"4"
"WDR11--TACC2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR12--ASB7"	"4"	"0"	"0"	"0"	"0"	"0"	"0"	"4"
"WDR12--PARD3B"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WDR12--VPS52"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR13--TMEM201"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR16--C17orf70"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR16--RALGAPA2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR17--LTA4H"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WDR18--H2AFX"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WDR20--AKT3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR20--PPP2R5C"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WDR20--RCOR1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR26--PPAP2B"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR26--RPS14"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR26--WDR70"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR27--CRLF2"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR31--WDR31"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR33--CRBN"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR33--DARS"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR33--GNAS"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR33--RPLP1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR33--WDR33"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR34--ZER1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"4"
"WDR35--PUM2"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"WDR36--C5orf13"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WDR36--GPNMB"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"WDR37--FAM107B"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"WDR37--TUBAL3"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
